STASIUN 2;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
98;1,29;0,24;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
99;0,85;0,18;0,15;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
100;0,93;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
101;1,29;0,23;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
102;1,03;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
103;1,03;0,17;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
104;0,75;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
105;1,25;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
106;0,9;0,12;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
107;1,33;0,24;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
108;1,02;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
109;1,27;0,24;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
110;1,26;0,26;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
111;1,22;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
112;0,62;0,08;0,11;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
113;1,04;0,24;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
114;0,67;0,17;0,12;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
115;0,7;0,13;0,12;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
116;0,66;0,15;0,12;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
117;0,84;0,14;0,15;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
118;0,92;0,17;0,21;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
119;0,76;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
120;0,78;0,15;0,12;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
121;1,28;0,28;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
122;1,23;0,29;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
123;0,92;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
124;1,31;0,19;0,14;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
125;1,29;0,28;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
126;1,19;0,23;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
127;1,38;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
128;1,17;0,27;0,21;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
129;0,89;0,17;0,16;A > 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
130;0,66;0,13;0,16;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
131;0,57;0,11;0,14;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
132;0,61;0,12;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
134;1,24;0,22;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
135;0,9;0,23;0,17;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
136;1,2;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
137;1,16;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
138;0,57;0,13;0,14;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
139;0,74;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
140;1,4;0,19;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
141;0,89;0,16;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
142;0,8;0,15;0,16;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
143;0,56;0,13;0,12;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
144;0,73;0,2;0,16;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
145;0,78;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
146;0,45;0,1;0,11;A < 0.5 T;Tidak ada;Ada;Ada;0;PODUROMORPHA
147;1,57;0,6;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
148;1,26;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
149;1,07;0,18;0,13;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
150;1,13;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
151;0,81;0,17;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
152;0,97;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
153;0,69;0,1;0,14;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
154;1,31;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
155;0,69;0,14;0,12;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
156;0,93;0,17;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
157;1,11;0,24;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
158;0,81;0,19;0,16;A > 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
159;1,02;0,21;0,18;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
160;1,03;0,19;0,17;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
161;1,21;0,27;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
162;1,03;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
163;0,79;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
164;1,15;0,21;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
165;1,08;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
166;0,98;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
167;1,05;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
168;1,16;0,24;0,23;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
169;1,11;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
170;0,54;0,11;0,12;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
171;0,86;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
172;0,55;0,1;0,12;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
173;0,96;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
174;0,61;0,14;0,11;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
175;1,39;0,25;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 5;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,14;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
2;1,19;0,25;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
3;1,16;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,09;0,24;0,21;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
5;1,17;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
6;1,05;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
7;0,81;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
8;1,04;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,02;0,22;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
10;1,12;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
11;1,2;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
12;0,65;0,13;0,11;A > 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
13;0,81;0,13;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
14;0,9;0,16;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
15;1,11;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
16;1,23;0,54;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
17;0,95;0,14;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;1,16;0,19;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
19;1,16;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
20;0,89;0,16;0,15;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
21;1,32;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;0,9;0,14;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
23;1,34;0,24;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
24;1,05;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
25;1,09;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
26;0,83;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
27;1,31;0,22;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
28;1,2;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
29;0,74;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
30;1,07;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
31;1,15;0,38;0,27;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
32;1,06;0,17;0,29;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;0,8;0,13;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
34;0,94;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
35;1,18;0,24;0,25;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
36;0,98;0,21;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
37;0,17;0,15;0,05;A > 0.5 T;Banyak;Ada;Ada;8;SYMPHYPLEONA
38;0,85;0,16;0,22;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
39;1,12;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
40;1,05;0,21;0,28;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
41;1,21;0,24;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
42;1,2;0,17;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
43;0,66;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
44;1,17;0,18;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
45;1,14;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
46;1,18;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
47;1,06;0,2;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
48;0,97;0,27;0,19;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
49;0,87;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
50;0,91;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
51;1,34;0,22;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
52;0,98;0,21;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
53;1,26;0,55;0,32;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
54;1,28;0,25;0,24;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
55;0,93;0,21;0,18;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
56;0,78;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
57;1,19;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
58;1,19;0,21;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
59;1,16;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
60;0,93;0,29;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
61;0,94;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
62;0,94;0,08;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
63;0,92;0,16;0,26;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
64;1,38;0,22;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
65;0,68;0,18;0,13;A > 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
66;1,12;0,28;0,23;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
67;1,08;0,32;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
68;1,19;0,25;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
69;1,26;0,23;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
70;1,12;0,21;0,27;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
71;0,89;0,14;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
72;1,29;0,23;0,24;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
73;1,36;0,5;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
74;0,95;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
75;1,76;0,65;0,41;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
76;1,16;0,21;0,28;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
77;1,17;0,21;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
;;;;;;;;;
PLOT 3 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,04;0,41;0,2;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
2;1,73;0,07;0,28;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,44;0,54;0,28;A > 0.5 T;Sedikit;Ada;Ada;1;ENTOMOBRYOMORPHA
4;1;0,27;0,17;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
5;1,56;0,46;0,27;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
6;1,15;0,47;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
7;1,29;0,54;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
8;1,06;0,39;0,27;A > 0.5 T;Tidak ada;Ada;Ada;1;ENTOMOBRYOMORPHA
9;1,23;0,5;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,07;0,41;0,2;A > 0.5 T;Sedikit;Ada;Ada;1;ENTOMOBRYOMORPHA
11;1,05;0,41;0,2;A > 0.5 T;Sedikit;Ada;Ada;1;ENTOMOBRYOMORPHA
12;1,15;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
13;1,1;0,36;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
14;2,14;0,73;0,42;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
15;1,5;0,46;0,29;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
16;1,58;0,49;0,22;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
17;1,43;0,57;0,31;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
18;1,17;0,42;0,23;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
19;1,1;0,19;0,25;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
20;0,91;0,28;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
21;1,6;0,59;0,31;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
22;0,72;0,16;0,13;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
23;1,27;0,49;0,27;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
24;1,56;0,45;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
25;1,44;0,21;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;1,44;0,3;0,32;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
27;1,83;0,62;0,34;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
28;1,12;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
29;1,08;0,38;0,22;A > 0.5 T;Sedikit;Ada;Ada;1;ENTOMOBRYOMORPHA
30;1,56;0,49;0,35;A > 0.5 T;Sedikit;Ada;Ada;2;ENTOMOBRYOMORPHA
31;1,24;0,53;0,26;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 2;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,08;0,37;0,21;A > 0.5 T;Sedikit;Ada;Ada;1;ENTOMOBRYOMORPHA
2;1,72;0,51;0,36;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,21;0,51;0,25;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
4;1,47;0,3;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
5;1,69;0,51;0,3;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
6;1,36;0,45;0,23;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
7;1;0,41;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
8;0,88;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
9;1,23;0,2;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;1,48;0,48;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
11;1,3;0,46;0,26;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
12;1,3;0,51;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
13;1,42;0,22;0,29;A < 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
14;1,21;0,45;0,27;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
15;1,5;0,51;0,3;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
16;1,45;0,27;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
17;1,68;0,48;0,35;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
18;1,03;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
19;1,41;0,49;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
20;1,57;0,59;0,38;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
21;1,76;0,56;0,35;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
22;1,71;0,61;0,36;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
23;1,52;0,51;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
24;1,28;0,25;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
25;2,04;0,51;0,45;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
26;1,72;0,56;0,35;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
27;1,33;0,57;0,23;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
28;1,09;0,5;0,19;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
29;1,11;0,44;0,16;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
30;1,57;0,61;0,31;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
31;0,87;0,27;0,17;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
32;1,16;0,21;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;1,37;0,61;0,32;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
34;0,95;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
;;;;;;;;;
PLOT 3 TITIK 3;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
2;1,09;0,41;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
3;0,64;0,19;0,13;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
4;0,84;0,16;0,15;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
5;2,01;0,7;0,42;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
6;1,6;0,3;0,31;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
7;1,1;0,18;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
8;0,82;0,16;0,13;A > 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
9;1,34;0,5;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,12;0,33;0,22;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
11;1,28;0,54;0,25;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
12;1,23;0,26;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
13;1,07;0,2;0,18;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
14;1,05;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
15;1,22;0,48;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
16;0,95;0,16;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
17;1,09;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
18;1,08;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
19;1,19;0,47;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 4;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,21;0,12;0,21;A < 0.5 T;Tidak ada;Ada;Ada;1;ENTOMOBRYOMORPHA
2;1,4;0,59;0,3;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
3;0,87;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
4;1,31;0,32;0,25;A > 0.5 T;Tidak ada;Ada;Ada;3;ENTOMOBRYOMORPHA
5;1,67;0,5;0,34;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
6;0,85;0,17;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
7;0,97;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
8;1,36;0,4;0,28;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
9;1;0,15;0,17;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
10;1,24;0,34;0,32;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
11;1,36;0,19;0,28;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
13;2,25;0,64;0,51;A > 0.5 T;Tidak ada;Ada;Ada;8;ENTOMOBRYOMORPHA
14;0,92;0,09;0,17;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
15;0,84;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
16;1,88;0,67;0,42;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
17;1,01;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;1,25;0,14;0,26;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
19;2,03;0,76;0,38;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
20;2,14;0,83;0,45;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
21;3,71;1,39;0,83;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
22;1,07;0,42;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
23;1,7;0,7;0,33;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
24;2,03;0,64;0,42;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
25;1,5;0,52;0,3;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
26;2,38;1,1;0,56;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
27;1,24;0,31;0,24;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
