STASIUN 2;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,28;0,26;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
2;0,84;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
3;1,21;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;0,91;0,14;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;0,62;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
6;1,1;0,25;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
7;0,9;0,19;0,14;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
8;1,02;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,22;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;0,95;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
11;1,27;0,17;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
12;1,09;0,13;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
13;1,06;0,24;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
14;1,07;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
15;1,07;0,18;0,17;A > 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
16;1,1;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
17;1,19;0,2;0,21;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
18;1,13;0,15;0,2;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
19;1,06;0,17;0,21;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
20;0,89;0,17;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
21;1,03;0,18;0,22;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
22;0,94;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
23;1,5;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
24;0,83;0,16;0,13;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
25;1,11;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;1,15;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
27;1,15;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
28;0,93;0,17;0,2;A < 0.5 T;Sedikit;Ada;Ada;1;PODUROMORPHA
29;1,18;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
30;0,87;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
31;0,92;0,17;0,18;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
32;1,39;0,2;0,3;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;1,12;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
34;0,89;0,15;0,13;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
35;1,15;0,18;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
36;0,56;0,08;0,13;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
37;1,19;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
38;1,24;0,19;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
39;0,68;0,12;0,12;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
40;0,71;0,14;0,13;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
41;0,97;0,21;0,19;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
42;0,83;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
43;0,84;0,17;0,2;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
44;1,37;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
45;1,19;0,18;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
46;0,81;0,17;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
47;0,93;0,15;0,19;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
48;0,59;0,12;0,16;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
49;1,34;0,19;0,26;A < 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
50;1,24;0,18;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
51;0,89;0,11;0,21;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
52;1,73;0,89;0,36;A > 0.5 T;Tidak ada;Ada;Ada;5;ENTOMOBRYOMORPHA
53;1,15;0,2;0,16;A > 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
54;1,39;0,28;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
55;0,86;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
56;1,25;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
57;0,95;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
58;0,85;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
59;1,01;0,21;0,2;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
60;1,12;0,16;0,2;A < 0.5 T;Sedikit;Ada;Ada;5;PODUROMORPHA
61;0,68;0,09;0,15;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
62;1,05;0,2;0,22;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
63;0,92;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
64;0,89;0,19;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
65;1,04;0,24;0,2;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
66;0,87;0,17;0,16;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
67;1,1;0,21;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
68;0,68;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
69;0,71;0,14;0,13;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
70;0,99;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
71;1,19;0,13;0,21;A < 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
72;0,77;0,12;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
73;1,06;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
74;0,83;0,15;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
75;1,11;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
76;0,79;0,17;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
77;0,91;0,16;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
78;1,14;0,24;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
79;1,06;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
80;0,82;0,15;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
81;0,78;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
82;0,93;0,14;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
83;1,04;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
84;0,62;0,12;0,13;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
85;1,09;0,21;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
86;1,28;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
87;0,89;0,15;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
88;0,71;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
89;0,93;0,15;0,18;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
90;0,72;0,16;0,15;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
91;1,11;0,16;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
92;1,06;0,19;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
93;0,98;0,17;0,2;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
94;1,2;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
95;1,2;0,18;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
96;0,9;0,15;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
97;0,78;0,14;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
98;0,82;0,15;0,21;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
99;0,85;0,17;0,17;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
100;0,77;0,15;0,12;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
101;1,12;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
102;0,79;0,14;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
103;0,82;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
104;1,41;0,24;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
105;0,95;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
106;1,27;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
107;1,19;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
108;1,06;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
109;0,99;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
110;0,92;0,23;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
111;0,83;0,19;0,15;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
112;0,71;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
113;0,8;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
114;0,92;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
115;1,05;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
116;0,91;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
117;0,84;0,1;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
118;0,73;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
119;1,24;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
120;1,13;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
121;0,97;0,17;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
122;1,14;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
123;1,3;0,17;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
124;1,3;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
125;1,02;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
126;0,85;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
127;1,09;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
128;0,78;0,13;0,19;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
129;1,03;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
130;0,39;0,26;0,11;A > 0.5 T;Banyak;Ada;Ada;8;SYMPHYPLEONA
131;0,91;0,18;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
132;0,82;0,23;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
133;0,84;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
134;1,32;0,23;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
135;1,03;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
136;1,32;0,26;0,28;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
137;1,14;0,13;0,24;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
138;0,95;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
139;0,97;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
140;1,03;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
141;1,2;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
142;0,97;0,22;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
143;1,24;0,47;0,26;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
144;1,04;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
145;1;0,26;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
146;1,29;0,3;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
148;1,03;0,23;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
;;;;;;;;;
PLOT 1 TITIK 4;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,12;0,11;0,24;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
2;1,18;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
3;1,71;0,64;0,31;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
4;0,86;0,13;0,21;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
5;0,75;0,14;0,16;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
6;0,89;0,25;0,18;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
7;0,91;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
8;0,75;0,11;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
9;0,86;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
10;0,8;0,15;0,2;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
11;1,15;0,27;0,28;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
13;0,91;0,12;0,16;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
14;0,66;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
15;1,15;0,16;0,28;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
16;0,99;0,3;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
17;0,96;0,14;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
18;1;0,15;0,26;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
19;0,88;0,16;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
20;1;0,3;0,19;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
21;0,61;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
22;1,01;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
23;1,02;0,2;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
24;1,68;0,39;0,42;A < 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
25;1,42;0,58;0,32;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
26;1,1;0,21;0,28;A < 0.5 T;Sedikit;Ada;Tidak ada;5;PODUROMORPHA
27;1,04;0,17;0,24;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
28;1,15;0,21;0,23;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
29;1,05;0,22;0,23;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
30;2,07;0,47;0,41;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
31;1;0,18;0,24;A < 0.5 T;Tidak ada;Ada;Ada;8;PODUROMORPHA
32;0,75;0,12;0,18;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
33;0,95;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
34;0,81;0,09;0,17;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
35;0,98;0,13;0,24;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
36;1,14;0,24;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
37;0,91;0,19;0,21;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
38;1,58;0,45;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
39;1,06;0,19;0,25;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
40;0,9;0,16;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
41;1,01;0,22;0,23;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
42;0,67;0,15;0,16;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
43;0,83;0,11;0,2;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
44;1,08;0,21;0,25;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
45;0,96;0,1;0,24;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
46;0,79;0,21;0,21;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
47;0,82;0,15;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
48;0,63;0,1;0,15;A < 0.5 T;Sedikit;Ada;Ada;1;PODUROMORPHA
49;0,77;0,15;0,2;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
50;1,25;0,15;0,28;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
51;1,19;0,21;0,29;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
;;;;;;;;;
PLOT 1 TITIK 5;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,04;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
2;1,27;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
3;1,12;0,18;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,14;0,19;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;1,13;0,19;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;1,06;0,24;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
7;1,49;0,39;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
8;1,46;0,25;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,18;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;1,84;0,6;0,37;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
11;0,87;0,17;0,16;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
12;1,02;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
13;1,08;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
14;2,01;0,6;0,37;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
15;1,43;0,22;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
16;1,24;0,12;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
17;1,13;0,17;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;1,13;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
19;1,33;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
20;1,42;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
21;1,23;0,15;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;1,08;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
23;0,85;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
24;1,08;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
25;1,08;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;1,03;0,21;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;1,07;0,17;0,2;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
28;1,18;0,29;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
29;1,35;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
30;1,4;0,31;0,28;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
31;1,38;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
32;1,04;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
33;1,13;0,19;0,15;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
34;1,35;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,1;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
36;1,07;0,24;0,14;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
37;1,44;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
38;1,24;0,24;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
39;1,23;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
40;1,42;0,24;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
41;0,85;0,15;0,18;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
42;1,14;0,12;0,22;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
43;0,75;0,22;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
44;0,68;0,13;0,11;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
45;0,77;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
46;0,99;0,19;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
47;0,92;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
48;0,89;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
49;0,77;0,12;0,17;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
50;0,87;0,14;0,21;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
51;1,32;0,21;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
52;1,59;0,42;0,39;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
53;0,88;0,13;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
54;0,95;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
55;0,87;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
56;1,06;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
57;1,16;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
58;1,16;0,16;0,23;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
59;1,08;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
60;0,96;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
61;1,01;0,2;0,22;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
62;1,08;0,17;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
63;0,88;0,11;0,18;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
64;1,46;0,24;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
65;0,95;0,15;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
66;0,75;0,13;0,16;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
67;1,25;0,13;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
68;1,08;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
69;1,09;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
70;1,16;0,19;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
71;1,15;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
72;1,08;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
73;1;0,17;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
74;0,98;0,19;0,21;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
75;0,86;0,16;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
76;1,16;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
77;3,22;1,1;0,75;A > 0.5 T;Tidak ada;Ada;Ada;8;ENTOMOBRYOMORPHA
78;1,1;0,21;0,16;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
