STASIUN 1;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
31;1,47;0,25;0,3;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
32;1,19;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;1,23;0,24;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
34;1,35;0,27;0,26;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,36;0,26;0,28;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
36;1,3;0,28;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
37;0,6;0,12;0,13;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
38;0,67;0,1;0,12;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
39;1,11;0,21;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
40;1,36;0,17;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
41;1,19;0,28;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
42;1,08;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
43;1,09;0,33;0,27;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
44;0,94;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
45;1,08;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
46;0,69;0,12;0,14;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
47;1,15;0,2;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
48;1,31;0,21;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
49;1,75;0,46;0,36;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
50;2,12;0,76;0,42;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
51;1,54;0,21;0,32;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
52;2,01;0,54;0,32;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
53;1,16;0,22;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
54;1,5;0,39;0,3;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
55;1,13;0,17;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
56;1,41;0,23;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
57;1,45;0,71;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
58;1,33;0,18;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
59;1,1;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
60;0,69;0,15;0,15;A < 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
61;0,93;0,31;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
62;1,83;0,69;0,33;A > 0.5 T;Tidak ada;Ada;Ada;5;ENTOMOBRYOMORPHA
63;1,04;0,21;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
64;1,08;0,17;19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
65;1,36;0,22;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
66;1,08;0,19;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
67;1,28;0,44;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
68;1,19;0,22;0,26;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
69;1,15;0,19;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
70;1,47;0,18;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
71;1,41;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
72;1,42;0,25;0,29;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
73;1,01;0,16;0,22;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
74;1,79;0,69;0,37;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
75;1,23;0,17;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
76;1,06;0,3;0,23;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
77;0,66;0,24;0,19;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
78;1,03;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
79;1,12;0,17;0,26;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
80;1,26;0,11;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
81;0,94;0,38;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
82;1,15;0,18;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
83;0,39;0,1;0,12;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
84;0,73;0,13;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
85;0,69;0,24;0,14;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
86;1,02;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
87;1,38;0,2;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
88;1,24;0,2;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
89;1,4;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
90;1,45;0,18;0,33;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
91;0,95;0,16;0,2;A < 0.5 T;Sedikit;Ada;Ada;5;PODUROMORPHA
92;1,21;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
93;1,06;0,25;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
94;1,14;0,23;0,22;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
95;1,13;0,24;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
96;1,37;0,24;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
97;0,87;0,14;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
98;0,95;0,16;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
99;1,42;0,52;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
100;1,15;0,2;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
101;0,54;0,15;0,14;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
102;1,13;0,16;0,21;A;Banyak;Ada;Ada;8;PODUROMORPHA
103;1,25;0,27;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
104;1,33;0,21;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
105;1,08;0,32;0,26;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 2;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;0,99;0,2;0,19;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
2;1,27;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
3;0,85;0,21;0,22;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
4;1,1;0,34;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
5;1,43;0,48;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
6;0,77;0,21;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
7;1,11;0,16;0,28;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
8;1,97;0,72;0,45;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
10;0,88;0,17;0,19;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
11;1,71;0,59;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
12;1,53;0,13;0,28;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
13;0,67;0,22;0,14;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
14;1,06;0,22;0,21;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
15;1,1;0,17;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
16;1,07;0,17;0,2;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
17;0,87;0,17;0,22;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
18;0,82;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
19;1,02;0,49;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
20;1,43;0,6;0,31;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
21;0,86;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;0,89;0,22;0,27;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
23;1,52;0,56;0,24;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
24;1,05;0,14;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
25;0,98;0,23;0,17;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
26;1,08;0,19;0,17;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
27;0,94;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
28;0,65;0,18;0,13;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
29;1,18;0,23;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
30;0,99;0,22;0,17;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
31;0,84;0,1;0,19;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
33;1;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
34;1,08;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,01;0,2;0,15;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
36;0,92;0,21;0,11;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
37;1,28;0,51;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
38;1,31;0,46;0,26;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
39;1,6;0,52;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 3;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,49;0,47;0,27;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
2;1,67;0,52;0,31;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,64;0,65;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
4;1,36;0,43;0,25;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
5;1,68;0,55;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
6;1,56;0,5;0,24;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
7;1,62;0,59;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
8;1,41;0,55;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
9;1,04;0,27;0,24;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,82;0,63;0,4;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
11;1,23;0,23;0,3;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
12;1,27;0,23;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
13;1,76;0,61;0,34;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
14;1,36;0,45;0,31;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
15;1,19;0,45;0,22;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
16;1,58;0,59;0,34;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
17;1,03;0,13;0,16;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
18;0,98;0,25;0,19;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
19;0,81;0,24;0,18;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
20;0,92;0,26;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
21;1,03;0,19;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;1,08;0,73;0,39;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
23;1,22;0,39;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
24;1,4;0,21;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
25;1,76;0,61;0,33;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
26;1,34;0,3;0,38;A < 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
27;1,04;0,29;0,24;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
28;1,4;0,48;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
29;1,08;0,35;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
30;0,93;0,46;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
31;1,17;0,38;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
32;1,18;0,34;0,22;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
33;1,32;0,36;0,32;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
34;1,77;0,6;0,38;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
35;0,79;0,25;0,17;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
36;1,31;0,53;0,3;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
37;1,8;0,52;0,34;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
38;1,34;0,46;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
39;1,56;0,47;0,34;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
40;1,48;0,46;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
41;1,96;0,64;0,27;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
42;1,19;0,16;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
43;1,26;0,54;0,27;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
44;1,47;0,51;0,32;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
45;1,73;0,76;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
46;0,9;0,3;0,19;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
47;1,48;0,51;0,36;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
48;1,64;0,76;0,34;A > 0.5 T;Tidak ada;Ada;Ada;2;ENTOMOBRYOMORPHA
49;1,09;0,27;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
50;0,94;0,29;0,22;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
51;1,4;0,55;0,29;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
52;1,36;0,44;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
53;1,63;0,54;0,3;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
54;1,67;0,58;0,39;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
55;0,59;0,13;0,12;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 4;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,11;0,27;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
2;0,78;0,16;0,14;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
3;1,24;0,46;0,24;A > 0.5 T;Tidak ada;Ada;Ada;5;ENTOMOBRYOMORPHA
4;1,22;0,49;0,25;A > 0.5 T;Tidak ada;Ada;Ada;5;ENTOMOBRYOMORPHA
5;1,33;0,41;0,27;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
6;0,86;0,27;0,21;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
7;1,31;0,47;0,29;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
8;1,8;0,65;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
9;1,14;0,37;0,21;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,52;0,6;0,27;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
12;1,77;1,11;0,42;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
13;1,69;0,42;0,24;A > 0.5 T;Tidak ada;Ada;Ada;4;ENTOMOBRYOMORPHA
14;1,34;0,59;0,28;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
15;1,48;0,57;0,32;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
16;1,16;0,35;0,36;A < 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
17;1,37;0,52;0,25;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
18;1,6;0,55;0,21;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
19;1,39;0,51;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
20;1,89;0,55;0,31;A > 0.5 T;Tidak ada;Ada;Ada;1;ENTOMOBRYOMORPHA
21;1,27;0,55;0,23;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
22;1,72;0,7;0,34;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
24;0,96;0,26;0,22;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
25;0,7;0,23;0,14;A > 0.5 T;Sedikit;Ada;Ada;3;ENTOMOBRYOMORPHA
26;1,03;0,38;0,27;A > 0.5 T;Banyak;Ada;Ada;5;ENTOMOBRYOMORPHA
28;1,18;0,38;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
29;0,71;0,25;0,16;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
30;1,75;0,63;0,3;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
31;0,86;0,25;0,2;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
32;1,59;0,57;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
33;1,56;0,48;0,39;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
34;1,25;0,44;0,24;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
35;1,46;0,54;0,29;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
36;1,49;0,54;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
37;1,16;0,41;0,31;A > 0.5 T;Tidak ada;Ada;Ada;4;ENTOMOBRYOMORPHA
38;1,7;0,33;0,36;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
39;1,48;0,62;0,34;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
40;1,81;1,06;0,39;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
41;1,61;0,57;0,26;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
42;1,94;0,55;0,37;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
43;1,22;0,39;0,17;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
44;1,24;0,46;0,26;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
45;1,36;0,47;0,19;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
46;0,99;0,25;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
47;1,09;0,16;0,25;A < 0.5 T;Banyak;Ada;Ada;6;ENTOMOBRYOMORPHA
48;1,5;0,62;0,34;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
49;1,27;0,45;0,27;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
50;1,54;0,22;0,38;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
51;1,03;0,13;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
53;1,14;0,35;0,25;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
54;1,53;0,65;0,33;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
55;1,04;0,33;0,23;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
56;0,96;0,15;0,21;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 5;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,2;0,42;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
2;1,74;0,75;0,33;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,23;0,42;0,22;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
4;1,52;0,59;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
5;1,4;0,46;0,25;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
6;1,38;0,45;0,25;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
7;1,68;0,56;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
8;1,8;0,53;0,37;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
9;1,26;0,5;0,25;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
10;1,28;0,47;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
11;1,91;0,57;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
12;0,85;0,31;0,17;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
13;1,68;0,63;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
14;1,21;0,53;0,26;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
15;1,38;0,55;0,32;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
16;1,98;0,6;0,41;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
17;1,41;0,42;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
18;1,05;0,4;0,16;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
19;0,85;0,29;0,17;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
20;0,81;0,23;0,18;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
21;1,21;0,39;0,18;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
22;0,67;0,24;0,13;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
23;1,69;0,54;0,33;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
24;1,12;0,38;0,23;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
25;1,13;0,37;0,25;A > 0.5 T;TIdak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
26;1,49;0,49;0,31;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
27;1,58;0,46;0,21;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
28;1,05;0,39;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
29;1,17;0,32;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
30;0,97;0,28;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
31;0,57;0,25;0,14;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
32;1,06;0,32;0,18;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
33;1,16;0,44;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
34;1,45;0,46;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
